,Time Code,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),Poverty headcount ratio at national poverty lines (% of population),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)",Income share held by lowest 20%,"Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Contraceptive prevalence, any methods (% of women ages 15-49)",Births attended by skilled health staff (% of total),"Mortality rate, under-5 (per 1,000 live births)","Prevalence of underweight, weight for age (% of children under 5)","Immunization, measles (% of children ages 12-23 months)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Prevalence of HIV, total (% of population ages 15-49)",Forest area (sq. km),"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",Energy use (kg of oil equivalent per capita),CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Start-up procedures to register a business (number),Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),High-technology exports (% of manufactured exports),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"External debt stocks, total (DOD, current US$)",Total debt service (% of GNI),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",Net ODA received per capita (current US$),GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Antiretroviral therapy coverage (% of people living with HIV),"Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,"Patent applications, nonresidents","Patent applications, residents",People practicing open defecation (% of population)
669,YR2003,BEL,10376133.0,0.4186415081,30530.0,,281421807291.0,27120.0,328189204227.0,31630.0,8.6,78.12926829,1.67,10.765999999999998,,,5.2,,82.0,,158.63028,1.05752,,6714.400024,,5590.025976,10.88211417,8411.900657,319002821670.0,0.7744065931,1.962976737,1.02453151,23.10165177,68.59609428,63.39421837,20.86068148,40.30739129999999,9.0,54.4047288,1.214988156,82.59725088,,153.779831,124.3115669,,,,2095517461.0,34543942055.0,,30743.90254,4499239641.0,1.588964,,42.97767406,122.423,65.357,495.0,8.0,316.0,188.0,519.0,0.0
670,YR2003,BLZ,269425.0,2.650384639,22970.0,,929573973.7,3450.0,1588612226.0,5900.0,,69.51100000000001,3.286,88.6808,,,21.7,,96.0,97.24398,76.94431,0.99797,1.6,14336.40015,,,1.606035075,,990374050.0,9.327951335,-2.860681045,14.49471541,15.05507439,53.18529398,65.93645098,20.49317124,21.42119939,,,0.8635558136,22.41922613,,86.33101806,87.15093449,1061730342.0,17.0041609,,19749508.97,-10924755.75,48.91899415,3675.880301,11282788.19,,6.0,34.60365704,241.688,145.414,138.0,6.0,79.0,,,3.82065787
671,YR2003,BEN,7520555.0,3.039674832,114760.0,,3301916385.0,440.0,10869816378.0,1450.0,7.0,56.43600000000001,5.754,114.263,,,129.2,,65.0,48.11963,27.03112,0.67315,1.3,49110.0,,317.1983983,0.3130372692,64.6228902,3905366188.0,3.444044849,3.06386771,22.80817693,28.96290422,18.98405146,29.73830293,22.1737598,,11.0,,0.8845272711,3.140393229,,36.69310203,98.81407481,1485978703.0,0.9972309767,,5235716.374,10614240.65,40.15528109,519.2922847,-44416700.03,1.487242461,0.0,47.39639021,306.42,253.713,24573.0,1600.0,11688.0,,,65.17904537
672,YR2003,BMU,63325.0,0.6564725331,54.00000095,,,,,,,78.33414634,1.8,,,,,,,95.68765,77.40864,1.0809799999999998,,10.0,,,8.859865772000001,,4186525000.0,3.410706204,2.8247399910000004,0.8218510579,9.568245741,,,,,,69.28658016,,60.65844745,,21.13925033,96.33058121,,,,,12900000.0,,66111.72523,,,,,,,,,,,,0.0
673,YR2003,BTN,627839.0,1.900758029,40076.99951,,586131471.9,930.0,2153573262.0,3430.0,6.5,63.624,3.037,64.9028,,56.1,65.4,,88.0,,,,0.3,26357.90039,,,0.6015889424,,622026107.8,7.664334042,3.08507447,24.38801694,38.11468216,25.52907435,50.82833902,58.93842095,16.38111381,10.0,,,0.359168513,,61.41221329,108.3316876,493626169.2,1.20667778,,,3370306.526,122.4836304,990.7414286,,1.5661524080000002,,42.81477109,265.481,271.314,752.0,52.0,438.0,,,8.538999097
674,YR2003,BOL,8905823.0,1.847322665,1098580.0,,8087236435.0,910.0,31901445381.0,3580.0,,64.21,3.798,84.9532,58.4,60.8,63.1,5.9,96.0,,83.3082,0.97389,0.5,592768.0078,,534.1186323,1.24555305,437.2420157,8082364868.0,2.711340707,6.329991141,13.42723687,25.59648984,25.60073348,26.36710166,13.23207319,18.79573449,14.0,,2.145792545,14.35963863,,39.75321644,102.1749018,5864138346.0,5.594092387999999,,45781410.25,197400000.0,105.6814177,907.5371101,-194620000.0,3.337274997,0.0,42.75769146,259.836,195.201,12100.0,760.0,6793.0,,,29.36516974
675,YR2003,BIH,3762173.0,0.07408038033,51210.0,,7691908589.0,2040.0,21501776673.0,5720.0,,74.941,1.33,18.3324,,99.9,9.1,,84.0,,,,0.1,21850.0,,1169.273449,3.851050178,2233.5496,8369878823.0,4.000000065,0.9124909619,7.341323681,19.16008962,30.28986625,83.16989659,18.8448011,,12.0,,2.41669769,28.56833006,,73.37023785,100.891172,4484507658.0,2.448900269,,20021614.02,381784637.4,144.0444126,2224.745864,-381784637.4,,0.0,40.09559756,151.408,75.798,293.0,5.0,213.0,242.0,32.0,0.467014519
676,YR2003,BWA,1734398.0,1.730526111,581730.0,,5851631447.0,3370.0,14917031258.0,8600.0,,50.518,3.159,51.1248,,96.1,81.7,,92.0,99.35737,82.1807,1.01072,25.4,121797.998,,1060.371956,2.207306512,1362.432383,7511582173.0,4.625894792,3.25908433,2.722386955,39.61641319,48.82685783,37.00718468,30.14300769,,10.0,,4.007366589,25.65604896,,69.99856859,95.01348315,514126449.3,0.7413026259000001,,185589022.4,418040911.9,16.1727585,4330.9449,-211973181.7,9.189902656000001,6.0,45.07184452,606.8480000000002,509.391,2342.0,140.0,1426.0,,,20.01521097
677,YR2003,BRA,181809246.0,1.257382738,8515770.0,,542636019084.0,2980.0,1716024452202.0,9440.0,2.6,71.17,2.097,78.904,,98.4,28.5,,97.0,109.36661,101.86867,1.03545,0.4,5125500.0,,1094.42467,1.769005571,1882.264008,558319920832.0,1.140828998,14.09102152,6.1671843860000015,23.08381782,15.18078371,12.95960101,16.8566884,20.69737487,,42.01176266,1.503477636,25.50654987,,22.22453389,97.10817968,235907984168.0,10.79365213,,295980000.0,10123013671.0,1.141746113,3070.910491,-9894224671.0,14.71491972,28.0,41.56718146,233.267,115.955,84303.0,2300.0,51907.0,12545.0,3866.0,7.346868486
678,YR2003,VGB,21672.0,2.537460035,150.0,,,,,,,,,,,,,,,102.58621,100.55419,0.99658,,36.60000086,,,5.583748616,,,,,,,,,,,,,,,,,93.18663224,,,,,9660121000.0,,,,,,,,,,,,,,0.7164153073
679,YR2003,BRN,353293.0,1.860140053,5770.0,,6290382175.0,17810.0,25265534701.0,71510.0,,73.575,2.154,24.849,,99.6,9.7,,98.0,119.99123,88.37415,0.97887,,3922.000122,,7090.248038,12.99511737,8550.976101999999,6557333085.0,2.903955477,6.104611064,1.222196519,64.14754620000001,69.28925184,35.96921573,15.0554608,,,,3.711419618,50.20337227,,87.65758771,102.8444234,,,,96975673.55,123820911.1,,18560.60857,-123820911.1,0.3,,41.15825994,116.513,83.316,58.0,2.0,37.0,43.0,,
680,YR2003,BGR,7775327.0,-0.7921136376000001,110990.0,,18299674082.0,2350.0,65933534135.0,8480.0,,72.06585366,1.26,43.2528,,99.2,15.1,,96.0,97.79256,86.75478000000004,0.97846,0.1,35406.000980000004,,2490.416673,6.084370085,3997.902596,20982685981.0,5.156218443,2.271150183,9.106437052999999,24.08606942,34.68329084,44.94192267,22.24651852,,13.0,8.364610715,2.712020749,44.8581374,,87.75806879999998,123.0419092,14259733783.0,5.30614458,,12586214.16,2096788700.0,,2698.624248,-2070285898.0,2.348641696,19.0,46.28784749,215.807,91.442,844.0,11.0,470.0,680.0,278.0,0.0
681,YR2003,BFA,12654621.0,2.898431555,274220.0,51.1,3604819350.0,280.0,12520433891.0,990.0,5.8,51.956,6.403,135.6118,13.8,37.8,165.8,35.2,76.0,29.11165,12.07507,0.73722,1.7,60686.00098,,,0.08519401727,,4205691222.0,7.802439897999999,1.48477964,34.36555091,19.63226201,8.710212821,22.02230533,21.30612282,12.35183492,12.0,,1.207283348,1.88147871,,29.62652116,110.3993554,1745974389.0,1.128051389,,77183372.5,30831022.58,42.73853796,332.3443051000001,,2.034565741,,44.62524244,341.156,293.009,48272.0,2700.0,22153.0,,1.0,67.47974231
682,YR2003,BDI,6909154.0,3.012598038,27830.0,,827371837.1,120.0,3964808949.0,570.0,,51.69,6.7360000000000015,72.6116,,,138.7,,76.0,29.583140000000004,10.55941,0.7973,2.6,1878.000031,,,0.02335278675,,784654423.6,-1.22372796,11.94574864,42.84128370000001,15.74171231,6.381414025,20.99489805,7.868790037,,8.0,,5.533435389,0.926307331,,24.85170467,85.07554405,1348337839.0,3.860044605,,3267998.005,,32.94180445,113.5673664,-4618.425671,10.64746457,1.0,52.08675192,379.054,327.0,25003.0,2700.0,10420.0,,,2.746459077
683,YR2003,CPV,449930.0,1.563286066,4030.0,,683635767.6,1520.0,1545701419.0,3440.0,,69.932,3.151,92.7968,,,27.8,,90.0,98.8822,69.25476,1.01044,0.6,829.8999786,,,0.684613162,,813963830.2,4.176259302,4.921099761,10.14369825,18.525996300000006,31.36435117,67.40402964,,,,,0.6487535588000001,11.85562199,,44.71943181,93.30054256,441401882.3,2.382227806,,7190099.313999997,39216510.81,323.00580089999994,1809.089925,-38368774.63,1.188170386,0.0,43.87149059,161.05700000000004,119.991,267.0,11.0,166.0,,,45.18448927
684,YR2003,KHM,12856163.0,1.713676066,181040.0,50.2,4542950446.0,350.0,16928137317.0,1320.0,,61.24100000000001,3.406,47.94600000000001,,,78.4,,65.0,66.6234,27.50211,0.8600200000000001,1.1,110570.0,,320.0654813999999,0.185116119,51.49281321,4658246918.0,8.505895557,1.797517596,31.97082205,24.98565248,56.52047035,66.56034186,20.09876028,9.391335098999999,11.0,,1.447518851,3.876646555,,100.4240454,99.72876078,2519451224.0,0.5661487554,,56198080.0,81580650.56,40.23673315,362.3357077,-74319650.56,1.210011336,3.0,50.45867104,266.688,206.19,20799.0,1400.0,10177.0,,,75.35050428
685,YR2003,CMR,16800865.0,2.673762976,475440.0,,12292058002.0,730.0,36692282358.0,2180.0,,51.908,5.431,146.3422,,,137.3,,61.0,56.61424,29.79597,0.8481700000000001,4.8,214560.0,,404.798622,0.2259017616,167.1342517,14548845765.0,4.567195256000001,0.1958105137,15.90761058,26.89209665,20.92778439,25.71369995,22.68191208,,11.0,,1.383806998,6.410384227000001,,30.55912525,106.5537848,11408147626.0,3.113332345,,56736548.85,334137809.9,52.71276211,865.9581375,-327780277.2,0.6231635574000001,0.0,48.32223355,414.569,390.25,56458.0,5300.0,23208.0,,,7.347965927000001
686,YR2003,CAN,31644028.0,0.9013727391,9984670.0,,806272342281.0,25480.0,998164950556.0,31540.0,,79.74146341,1.5251,14.4514,,98.9,6.1,,95.0,,,,,3476664.063,,8341.343144,17.47884132,17208.52352,892382413818.0,1.800895471,3.257502623,1.810020979,28.30490188,36.90672046,33.04553965,20.53911128,19.13258798,3.0,102.0000614,1.115878799,42.20966635,,58.01996902,101.8682399,,,,2242154647.0,7011792709.0,,28200.65808,16417567996.0,2.758563214,,46.33315891,96.936,58.285,1745.0,35.0,1308.0,33299.0,3929.0,0.0
687,YR2003,CYM,46632.0,2.7854773710000003,263.9999962,,,,,,,,,,,,,,,,,,,126.99999809999998,,,10.61599331,,,2.000000664,1.666539175,,,,,,,,,,45.11923143,,,92.69781039,,,,,2602570000.0,,,,,,,,,,,,,,0.0
688,YR2003,CAF,3881181.0,2.057857877,622980.0,,1003997989.0,260.0,2661262337.0,690.0,5.2,44.182,5.436,147.1534,,,167.7,,49.0,,,,6.4,223571.9922,,,0.06046819254,,1139754799.0,-5.397485219,1.336418631,,,18.23600384,17.99522216,6.404792507000001,,11.0,,1.35309986,1.030614135,,21.58358975,99.43578426,1064243826.0,0.07111593281,,,11300000.0,13.26915699,293.6618517,,4.134709052,0.0,46.4623159,548.023,536.029,16993.0,2000.0,7848.0,,,23.29175499
689,YR2003,TCD,9373916.0,3.85716413,1284000.0,,1999093086.0,210.0,8069486533.0,860.0,6.3,48.057,7.2120000000000015,206.9984,,,175.8,,23.0,31.9352,14.76671,0.60137,1.6,62150.0,,,0.040683957480000005,,2736666516.0,14.72166701,0.07900469209,32.28602338,23.41350523,24.63296691,58.74594805,52.12177433,,13.0,,1.322522425,0.69341351,,50.82826102,99.52414795,1539456755.0,1.806424196,,,712663454.9,26.88204161,291.94485160000005,,-1.752569412,2.0,44.89971755,427.802,392.446,43892.0,6500.0,19625.0,,,70.16893076
690,YR2003,CHI,150068.0,0.315019749,197.9999924,,6503284142.0,43340.0,,,,79.795,1.492,12.075,,,,,,,,,,8.000000119,,,,,7332244898.0,-3.202156942,4.3537154939999985,,,,,,,,3.1006874860000004,,,,,,,,,,,,48859.48302,,,,43.58671587,84.064,53.938,,,,,,
691,YR2003,CHL,15849652.0,1.048038262,756096.0156,35.4,71513609367.0,4510.0,161378822035.0,10180.0,4.0,77.146,1.943,56.6368,,97.7,9.5,0.6,96.0,,91.27257,0.9929,0.2,159587.99800000002,,1629.899824,3.5081351310000004,2897.79233,75643459840.0,4.091047685,4.578857544,4.455067681,33.41272034,35.65904551,30.65724111,21.04101861,20.23472779,9.0,114.386505,2.733843212,45.8576693,,54.18313769,105.6918031,,,,3500000.0510000004,4026497833.0,5.077714009,4772.56282,-2317376776.0,2.810178757,24.0,35.50754096,135.134,72.181,1981.0,66.0,1205.0,2076.0,329.0,1.945031946
692,YR2003,CHN,1288400000.0,0.6228609361,9562912.5,,1648275876486.0,1280.0,5068706002086.0,3930.0,,72.381,1.604,8.4572,,95.9,28.9,,85.0,,62.14113,,,1866265.469,,1118.431773,3.5240740930000003,1379.484632,1660287965663.0,10.03560303,2.605441209,12.34899897,45.62396442,26.98075653,24.82323147,40.63154952,,,30.89697574,2.102031617,20.52400801,,51.2554459,92.93084125,206763345002.0,2.273578959,,1597068954.0,57900937467.0,1.056775846,1288.6432519999996,-49444853744.0,1.127601961,,44.85718392,121.86,89.132,412368.0,8300.0,288247.0,48548.0,56769.0,2.322642413
693,YR2003,COL,41483869.0,1.4777216359999998,1141750.0,,98463955604.0,2370.0,293466860031.0,7070.0,3.5,73.777,2.395,92.8456,,95.0,22.8,,93.0,,,,0.4,608401.9141,,620.3290248,1.384189912,876.4129498,94641378693.0,3.918271904,6.829014842,8.328774165,28.90378013,16.57529971,19.94088381,18.68181902,22.83800135,20.0,,3.4639886910000004,14.91231688,,28.49599232,99.12252849,37324166936.0,9.440404227,,64952909.2,1720493455.0,19.3615017,2281.401927,-782806305.2,7.130741686,4.0,41.75503708,219.663,105.776,16579.0,750.0,10532.0,1127.0,82.0,7.748557954
694,YR2003,COM,583211.0,2.382713421,1861.000061,,457193622.6,780.0,1162471486.0,1990.0,,59.738,5.167000000000002,89.6594,,,101.8,,67.0,57.26399,40.06658,0.82689,0.1,432.00000760000006,,,0.2263537553,,545658929.0,2.103871636,5.1118291760000005,29.37612727,12.20627867,8.836129879,26.92082925,18.0423216,,,,,0.34292906,,17.77667236,69.35828148,289991668.2,0.5612111724000001,,211057.3608,791465.1029,42.19742083,935.611518,-791465.1029,3.799081367,0.0,39.24115376,293.306,240.993,1536.0,91.0,876.0,,,0.6478585048
695,YR2003,COD,51425580.0,3.068268818,2344860.0,,8651034121.0,170.0,23545611989.0,460.0,,52.144,6.718,127.2276,,,147.3,,49.0,,,,1.6,1563147.969,,300.0030335,0.01918156295,90.20802488,8937567060.0,5.577822311,13.41545352,26.05383881,28.85793841,24.00044304,30.03091314,9.524554842999999,,15.0,,0.8806457107,2.423356236,,32.14521335,96.65109857,11444763788.0,1.701655635,,,391254723.6,105.337266,173.7961353,,12.87396572,0.0,50.05262682,352.011,299.976,231530.0,17000.0,89236.0,,,10.62418124
696,YR2003,COG,3406922.0,2.874414339,342000.0,,2363432968.0,690.0,9814544807.0,2880.0,,53.817,4.846,121.4256,,,100.2,,50.0,55.88826,39.49967,0.8580399999999999,3.8,225050.0,,277.6529665,0.26908452850000003,114.7663492,3495868808.0,0.8132640747,-4.2515369189999985,6.275223939,61.17235948,80.81236559999998,76.04941174,26.09032417,29.70764839,12.0,,2.682498277,9.686162466,,100.3470151,97.87884194,5537629589.0,2.518901281,,39229159.82,219545648.8,20.33507078,1026.107674,-321403818.2,-0.6318449874000001,1.0,49.70327507,415.589,397.815,8320.0,1000.0,3753.0,,,8.312875475
697,YR2003,CRI,4164053.0,1.52763208,51100.0,,16682437646.0,4010.0,34678450968.0,8330.0,3.7,77.87100000000002,2.124,68.2628,,98.2,11.1,,89.0,,,,0.2,24450.0,,783.8896383,1.5913027519999998,1643.590992,17196009811.0,4.255476839,10.72253447,8.87901972,24.28067687,40.85087719,42.84389991,19.00525936,22.98347144,12.0,3.026806833,0.0,18.69090043,,80.04763984,99.95712135,5650888483.0,5.038567162,,192016734.0,774386239.8,7.012398737000001,4129.632791,-622098560.0,9.447672786,15.0,34.75062869,125.008,68.902,698.0,27.0,518.0,,,0.6830146425
698,YR2003,CIV,17599610.0,2.11353752,322460.0,,10859088456.0,620.0,34180501166.0,1940.0,,49.572,5.63,136.3116,,,134.6,,70.0,,,,4.8,103742.002,,374.9154669,0.3102434088,174.3788641,15306602195.0,-1.359535943,4.801016887,28.78085502,21.07352104,41.89141613,33.37607442,9.079177833,13.97225468,11.0,,1.3916050919999998,7.276843066,,59.23587668,138.00809730000003,11680518563.0,4.3855996930000005,,627857543.9,165347467.5,14.41509215,869.7125786,,3.29680747,1.0,36.00953217,479.219,443.194,63022.0,5000.0,31553.0,,,34.101690000000005
699,YR2003,HRV,4303399.0,0.028469923110000007,56540.0,,28806154006.0,6690.0,56396277982.0,13110.0,,74.61390244,1.41,15.0844,,99.9,7.4,,94.0,97.35978,88.34479,1.00876,0.1,18958.00049,,2232.493431,5.341070163,3257.889868,34667270723.0,5.581186828,4.0928102960000015,3.990119683,24.05122835,38.87983939,46.31679383,28.00436619,39.04277349,11.0,17.6700671,2.046298882,57.81181824,,58.83359023,97.20635792,,,,109470730.8,1826223975.0,27.97788446,8055.788162999997,-1692150486.0,1.7673378080000002,36.0,44.7448351,167.275,68.547,269.0,4.0,200.0,699.0,387.0,0.4442567117
700,YR2003,CUB,11229183.0,0.2633397444,109890.0,,34760454082.0,3100.0,,,,77.303,1.5830000000000002,48.7594,,99.9,7.7,,99.0,98.56324,91.39071,0.97134,0.1,25921.99951,,1027.57075,2.269590762,1193.408283,35901200000.0,3.792740223,2.973510543,5.7452118589999985,22.50593295,12.95193475,13.63519882,8.503615478,,,,,0.314858169,,17.71807071,120.9810994,,,,,,6.816168192999999,3197.133754,,,18.0,35.63108165,128.034,84.022,821.0,55.0,532.0,,,1.522525545
701,YR2003,CUW,131897.0,2.062102467,444.0,,,,,,,,,39.144,,,,,,,,,,,,15566.69219,,7521.02019,,0.2881855323,1.6200010230000002,0.588146487,15.48318111,,,,,,,,,,,,,,,,,,,,1.633713914,,,173.343,79.762,,,,,,0.8023063473000001
702,YR2003,CYP,993563.0,1.684766829,9250.0,,12003061577.0,16710.0,16710888569.0,23260.0,,78.385,1.5759999999999998,7.0678,,99.0,5.5,,86.0,101.18464,98.42426,1.01033,,1723.500061,,2346.799347,7.798570398,3918.221592,14547327293.0,2.623271336,5.38767896,3.352902114,18.01298375,57.76210579999999,56.24248265,19.67585006,57.60164653,,,1.985163124,76.8670939,,37.04460545,125.1914513,,,,183919804.2,908147518.0,,20252.24214,-318466588.4,,,42.37918366,86.655,44.86600000000001,57.0,1.0,37.0,85.0,12.0,0.0
703,YR2003,CZE,10193998.0,-0.02862059072,78870.0,,82390014084.0,8080.0,191474672302.0,18780.0,,75.17073171,1.18,11.3114,,99.9,4.8,,97.0,99.17994,96.48942,1.0126,0.1,26430.0,,4357.572662,11.97368903,6074.849142,99627140274.0,3.602989459,1.156069288,2.362703718,32.62801996,46.90732434,48.10787288,29.03907725,35.28673326,10.0,15.56576848,1.892764044,94.81935781,,100.8058645,128.7696501,,,,1099906218.0,2021275746.0,,9773.117503,-1813296004.0,0.1187392055,33.0,44.56394413,166.235,74.23,367.0,6.0,225.0,2954.0,625.0,0.0
704,YR2003,DNK,5390574.0,0.272010444,43090.0,,187336162576.0,34750.0,164469983411.0,30510.0,9.8,77.14390244,1.76,6.4682,,98.9,5.2,,96.0,,126.40031,,0.1,5688.200073,,3727.834179,10.38827349,6602.63638,218096033517.0,0.390058525,1.481829841,1.6107858030000002,22.16299378,43.83841701,37.04329498,20.92171502,36.73746612,6.0,55.77403589,1.46685125,88.49319320000002,,56.82863553,123.1294287,,,,1029285318.0,1184825160.0,,40458.7774,-328531910.1,2.075078206,47.0,46.31337939,118.031,71.845,279.0,5.0,209.0,153.0,1772.0,0.0
705,YR2003,DJI,759641.0,1.685841505,23200.0,,,,,,,57.427,4.118,29.7976,,60.6,94.0,,66.0,,,,2.3,55.99999905,,,0.5551372293,,622044665.5,,,,,,,,,,,,3.027746001,,44.20904402,101.0236452,395298449.8,,,4839045.47,14224542.96,104.33876,818.8666297999997,-14224542.96,1.981967346,1.0,38.93290134,341.681,292.686,1660.0,100.0,949.0,,,18.85181438
706,YR2003,DMA,70100.0,0.3758838758,750.0,,327580721.6,4670.0,458398582.9,6540.0,,,1.9,,,100.0,14.9,,99.0,94.57162,114.37879,1.05835,,465.29998780000005,,,1.673951498,,343310666.7,6.353391594,-3.119307139,11.03809658,13.60797498,34.49084233,45.82920685,,,,,,33.93152639,,48.93526951,97.49484066,307393729.2,5.037329777,,6296.296296,31472140.74,156.4907275,4897.44175,-31472140.74,1.453368004,,,,,14.0,,12.0,,,13.53885363
707,YR2003,DOM,8850317.0,1.4263674830000002,48670.0,41.5,23558663803.0,2660.0,58385312273.0,6600.0,3.8,70.227,2.725,106.1268,,,38.0,,83.0,,,,1.6,15855.99976,,794.6209158,2.430906034,1365.261832,21642882856.0,-1.345706185,33.46154066,6.693849844,31.88230291,42.15299816,42.29650503,19.40916274,13.24183058,9.0,,0.7641450271,23.63659968,,60.51873998,96.45982627,7276848800.0,4.407053105,,22900000.0,616530000.0,7.772602947,2445.435893,-612990000.0,27.44971274,0.0,34.21518499,227.735,137.428,6442.0,160.0,4844.0,,,4.736112597
708,YR2003,ECU,13369678.0,1.706463013,256370.0,,28267932003.0,2110.0,83293244502.0,6230.0,3.3,73.641,2.911,84.0088,,,24.8,,99.0,96.6519,58.69922,1.00785,0.4,134927.0996,,693.0039751,2.0170357130000003,715.7988397,32432858000.0,2.722867345,10.5930978,10.84329972,27.99929935,22.59840005,24.64323064,19.58955329,,14.0,,2.278553365,17.93731308,,39.85464371,104.1735592,19968659231.0,8.093367051,,6504694.173,871513414.0,13.60167388,2425.851842,-871513414.0,7.929410005,1.0,37.6680899,195.346,108.771,6701.0,320.0,3881.0,415.0,7.0,11.90433596
709,YR2003,EGY,72826097.0,1.858612723,1001450.0,,93621617458.0,1290.0,478069035114.0,6560.0,,69.116,3.1060000000000003,51.8576,60.0,69.4,39.6,8.7,98.0,88.66969,82.43296,0.95052,0.1,637.9999924,,670.2501028,2.031736645,1146.635663,82924503943.0,3.193454737,6.777493606,15.28670659,33.37058683,21.79640719,24.38323353,16.88622754,25.43113772,14.0,,3.17728527,7.960786365,,24.55004134,97.24569357,30467606765.0,3.220014392,,79100000.0,237400000.0,13.96724583,1138.664673,-216700000.0,4.5077763630000005,0.0,21.17150883,212.606,132.622,57893.0,1000.0,37113.0,626.0,493.0,1.332905699
710,YR2003,SLV,5994077.0,0.5343008859,21040.0,,12738383733.0,2130.0,28012601043.0,4670.0,2.8,69.68,2.6910000000000003,87.4288,67.3,92.4,27.8,6.1,90.0,87.85712,65.6856,0.96676,0.7,3182.000122,,736.94749,1.093234038,693.6847825,13243892200.0,1.5622310819999998,2.968877057,5.488397134,26.05738591,25.92342076,42.31356172,18.42922732,17.32798761,13.0,,0.8413812849,19.1821026,,67.06487689,99.94300227,8616503266.0,5.590521442000001,,24300000.0,141200000.0,32.06999176,2209.496508,-122600000.0,2.120390917,3.0,40.35923917,298.82,128.364,3167.0,88.0,1701.0,,,9.309476042
711,YR2003,GNQ,686664.0,4.205674188,28050.0,,817747261.3,1190.0,4615157302.0,6720.0,,54.06399999999999,5.675,177.949,,,143.7,,51.0,36.59059,,,4.2,17081.999509999998,,,8.763451994,,2484745935.0,13.95525032,0.6356219016,,,,,,,,,,6.043712791,,149.2707946,101.1453696,,,,,689779766.0,30.480700899999995,3618.576094,,7.323543994,0.0,39.7853944,353.282,311.416,2696.0,100.0,1184.0,,,8.713917198999999
712,YR2003,ERI,2600973.0,4.720052368,117600.0,,778771884.4,300.0,5169227092.0,1990.0,,57.191,5.073,81.1238,,,73.9,,92.0,55.22575,36.0588,0.75815,1.2,15628.00049,,308.1477586000001,0.2791516867,89.58186033,870247703.2,-2.655515842,21.87284165,11.82992122,19.69660113,6.4423278339999985,67.56549646,26.54396041,,,,20.86574531,0.0,,50.5603173,88.25933027,656094138.2,1.373060046,,,24999786.56,121.8620878,334.5854429,,,0.0,46.47142015,398.13,322.235,4379.0,970.0,2302.0,,,78.99247257
713,YR2003,EST,1370720.0,-0.6276224481,45230.0,,7832225903.0,5710.0,16938221221.0,12360.0,6.1,71.31707317,1.37,23.3278,,99.7,8.5,,95.0,106.30589,97.67468,1.0235,0.7,22483.99902,,3798.038257,12.49335386,5158.602778,9833870709.0,7.416163365,4.293393968,3.603530508,26.13206717,57.39562783,65.88242692,35.27742197,34.26733868,6.0,,1.743049295,76.49749546,,138.18566869999998,120.4261477,,,,18539153.79,1037745583.0,,7174.237415000001,-762862622.2,1.334991165,1.0,48.35235848,292.249,107.107,90.0,3.0,55.0,584.0,18.0,0.0
714,YR2003,ETH,72170584.0,2.850948298,1104300.0,,8231634992.0,110.0,36945461559.0,510.0,,54.21100000000001,6.112,102.1638,,,123.1,,35.0,34.92633,19.70784,0.69989,1.9,132820.0,,484.0447321,0.06910183795,28.62662162,8623691300.0,-2.161359722,12.76797833,37.28505541,12.89950222,,,0.0,13.06429328,12.0,,3.238842734,0.071114846,,36.89835233,97.9012142,7281813432.0,1.083716926,,17266999.85,465000000.0,22.46289153,119.490391,,13.674045199999998,0.0,45.5475159,388.956,350.161,226213.0,29000.0,134691.0,6.0,3.0,68.92815515
715,YR2003,FRO,47432.0,0.4204305564,1396.000061,,,,,,,78.9902439,2.5,,,,,,,,,,,0.7999999820999999,,,15.46213527,,1494011567.0,,,12.05128987,18.68097256,44.68863352,58.21115412,29.55771634,,,,,80.16950582,,89.15593623,103.2787832,,,,5110000.0,,,31497.96692,,,,,,,,,,,,
